"Provider","OUI","Product Class","Model Name","Serial Number","UF1","UF2","UF3","UF4","WAN MAC","TR-069 IP","Public IPv4","WAN IPv4","WAN IPv6","SW Version","Subscriber Key","Customer ID","Agreement ID","CR Method","Created","Last Contact","Status"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c90669666c4","","GUI_PASS_2023-03","","","3c:90:66:96:66:ca","104.247.102.42","104.247.102.42","104.247.102.42","","2.6.2.6","10226783_9991007458@58502.com","10226783","9991007458","HTTP","2019-07-29 16:48:29 EDT","2025-10-23 21:29:42 EDT","OFFLINE"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c9066abf579","restored","GUI_PASS_2023-03","","","3c:90:66:ab:f5:79","163.182.241.130","163.182.241.130","163.182.241.130","","2.6.2.7","10223807_9991004862@58502.com","10223807","9991004862","HTTP","2019-07-29 16:48:30 EDT","2025-11-18 10:15:04 EST","ERROR"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c9066abf6ef","restored","GUI_PASS_2023-03","","","3c:90:66:ab:f6:f4","163.182.241.77","163.182.241.77","163.182.241.77","","2.6.2.7","10215986_9991003381@58502.com","10215986","9991003381","HTTP","2019-07-29 16:48:30 EDT","2025-11-18 13:10:56 EST","ERROR"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c9066ab97e3","restored","GUI_PASS_2023-03","","","3c:90:66:ab:97:e9","163.182.243.137","163.182.243.137","163.182.243.137","","2.6.2.7","10202865_9991008079@58502.com","10202865","9991008079","HTTP","2019-07-29 16:48:30 EDT","2025-11-18 10:29:06 EST","ERROR"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c906668bc61","","GUI_PASS_2023-03","","","3c:90:66:68:bc:67","104.247.100.156","104.247.100.156","104.247.100.156","","2.6.2.7","10226330_9991006811@58502.com","10226330","9991006811","HTTP","2019-07-29 16:48:30 EDT","2025-11-18 10:15:04 EST","ERROR"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c9066ab93ef","restored","GUI_PASS_2023-03","","","3c:90:66:ab:93:ef","163.182.232.154","163.182.232.154","163.182.232.154","","2.6.2.7","10230730_9991003763@58502.com","10230730","9991003763","HTTP","2019-07-29 16:48:31 EDT","2025-11-18 10:15:03 EST","ERROR"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c9066ab93a2","restored","GUI_PASS_2023-03","","","3c:90:66:ab:93:a2","163.182.235.87","163.182.235.87","163.182.235.87","","2.6.2.7","10208341_9991004874@58502.com","10208341","9991004874","HTTP","2019-07-29 16:48:31 EDT","2025-10-28 10:29:06 EDT","OFFLINE"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c9066abb5f7","restored","GUI_PASS_2023-03","","","3c:90:66:ab:b5:f7","163.182.242.14","163.182.242.14","163.182.242.14","","2.6.2.6","10227888_9991004193@58502.com","10227888","9991004193","HTTP","2019-07-29 16:48:31 EDT","2025-10-02 10:29:03 EDT","OFFLINE"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c9066ab97d8","restored","GUI_PASS_2023-03","","","3c:90:66:ab:97:dd","163.182.250.138","163.182.250.138","163.182.250.138","","2.6.2.7","10228680_9991008371@58502.com","10228680","9991008371","HTTP","2019-07-29 16:48:32 EDT","2025-11-18 10:28:06 EST","ERROR"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c906696690b","restored","GUI_PASS_2023-03","","","3c:90:66:96:69:0b","163.182.240.201","163.182.240.201","163.182.240.201","","2.6.2.7","10220094_9991003226@58502.com","10220094","9991003226","HTTP","2019-07-29 16:48:32 EDT","2025-11-18 11:43:57 EST","OK"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c9066abf613","restored","GUI_PASS_2023-03","","","3c:90:66:ab:f6:18","45.59.98.103","45.59.98.103","45.59.98.103","","2.6.2.7","10211084_9991002000@58502.com","10211084","9991002000","HTTP","2019-07-29 16:48:32 EDT","2025-11-16 15:10:10 EST","OFFLINE"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c9066abf68c","restored","GUI_PASS_2023-03","","","3c:90:66:ab:f6:8c","163.182.234.123","163.182.234.123","163.182.234.123","","2.6.2.6","10230759_9991006925@58502.com","10230759","9991006925","HTTP","2019-07-29 16:48:32 EDT","2025-10-11 10:15:03 EDT","OFFLINE"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c9066aba2cd","restored","GUI_PASS_2023-03","","","3c:90:66:ab:a2:cd","163.182.232.33","163.182.232.33","163.182.232.33","","2.6.2.7","10226494_9991007992@58502.com","10226494","9991007992","HTTP","2019-07-29 16:48:32 EDT","2025-11-18 10:15:03 EST","ERROR"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c906668c2e9","restored","GUI_PASS_2023-03","","","3c:90:66:68:c2:ef","163.182.234.220","163.182.234.220","163.182.234.220","","2.6.2.7","10226244_9991009750@58502.com","10226244","9991009750","HTTP","2019-07-29 16:48:32 EDT","2025-11-18 12:21:09 EST","ERROR"
"Hay","3c9066","963168_OT142C_B","SR515ac","3c9066aba4e8","restored","GUI_PASS_2023-03","","","3c:90:66:ab:a4:ee","163.182.236.186","163.182.236.186","163.182.236.186","","2.6.2.7","10220873_9991006109@58502.com","10220873","9991006109","HTTP","2019-07-29 16:48:34 EDT","2025-11-18 10:15:04 EST","ERROR"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a6e2d69","restored","GUI_PASS_2023-03","","","00:23:6a:6e:2d:6f","163.182.241.168","163.182.241.168","163.182.241.168","","2.6.2.6","10221849_9991007698@58502.com","10221849","9991007698","HTTP","2019-07-29 17:04:17 EDT","2025-11-17 22:56:19 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a47d37d","restored","GUI_PASS_2023-03","","","00:23:6a:47:d3:82","163.182.248.44","163.182.248.44","163.182.248.44","","2.6.2.6","10213376_9991000078@58502.com","10213376","9991000078","HTTP","2019-07-29 17:04:17 EDT","2025-11-18 14:41:54 EST","OK"
"Hay","3c9066","963168MBV_17AZZ","SR505N","3c906609f60f","restored","GUI_PASS_2023-03","","","3c:90:66:09:f6:15","163.182.251.69","163.182.251.69","163.182.251.69","","2.6.2.6","SN-3c906609f60f@nosub.net","","","HTTP","2019-07-29 17:04:18 EDT","2025-11-01 16:02:00 EDT","OK"
"Hay","3c9066","963168MBV_17AZZ","SR505N","3c90660c7ace","restored","GUI_PASS_2023-03","","","3c:90:66:0c:7a:d4","163.182.238.56","163.182.238.56","163.182.238.56","","2.6.2.6","10225735_9991009124@58502.com","10225735","9991009124","HTTP","2019-07-29 17:04:18 EDT","2025-11-18 01:33:38 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a47d46f","restored","GUI_PASS_2023-03","","","00:23:6a:47:d4:74","163.182.250.33","163.182.250.33","163.182.250.33","","2.6.2.6","10223295_9991004836@58502.com","10223295","9991004836","HTTP","2019-07-29 17:04:18 EDT","2025-11-18 01:39:23 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a3c00d0","restored","GUI_PASS_2023-03","","","00:23:6a:3c:00:d4","163.182.251.4","163.182.251.4","163.182.251.4","","2.6.2.6","SN-00236a3c00d0@nosub.net","","","HTTP","2019-07-29 21:49:36 EDT","2025-09-11 00:59:45 EDT","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a76c1f9","restored","GUI_PASS_2023-03","","","00:23:6a:76:c1:fe","163.182.237.169","163.182.237.169","163.182.237.169","","2.6.2.6","10213081_9991000360@58502.com","10213081","9991000360","HTTP","2019-07-29 21:49:37 EDT","2025-11-18 15:00:17 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a7d5761","restored","GUI_PASS_2023-03","","","00:23:6a:7d:57:6a","163.182.237.48","163.182.237.48","163.182.237.48","","2.6.2.6","10209707_9991002480@58502.com","10209707","9991002480","HTTP","2019-07-29 21:49:39 EDT","2025-11-05 16:24:49 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236aed66ea","restored","GUI_PASS_2023-03","","","00:23:6a:ed:66:f2","163.182.239.105","163.182.239.105","163.182.239.105","","2.6.2.6","10220159_9991009137@58502.com","10220159","9991009137","HTTP","2019-07-29 21:49:40 EDT","2025-07-08 09:59:11 EDT","ERROR"
"Hay","3c9066","963168MBV_17AZZ","SR505N","3c906609d3c5","restored","GUI_PASS_2023-03","","","3c:90:66:09:d3:c9","192.168.109.32","136.175.69.175","192.168.109.32","","2.6.2.6","SN-3c906609d3c5@nosub.net","","","HTTP","2019-07-29 21:49:40 EDT","2025-09-29 14:18:21 EDT","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a3c214c","restored","GUI_PASS_2023-03","","","00:23:6a:ef:74:86","104.247.100.176","104.247.100.176","104.247.100.176","","2.6.2.6","SN-00236a3c214c@nosub.net","","","HTTP","2019-07-29 21:49:42 EDT","2025-05-24 14:25:17 EDT","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a4801c4","restored","GUI_PASS_2023-03","","","00:23:6a:48:01:c8","104.247.103.82","104.247.103.82","104.247.103.82","","2.6.2.6","10223259_9991005423@58502.com","10223259","9991005423","HTTP","2019-07-29 21:49:42 EDT","2025-11-18 07:18:06 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a39b2fb","restored","GUI_PASS_2023-03","","","00:23:6a:39:b2:ff","163.182.232.138","163.182.232.138","163.182.232.138","","2.6.2.6","10210237_9991000322@58502.com","10210237","9991000322","HTTP","2019-07-29 21:49:43 EDT","2025-10-25 09:24:58 EDT","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a7cf91b","restored","GUI_PASS_2023-03","","","00:23:6a:ef:74:86","163.182.234.10","163.182.234.10","163.182.234.10","","2.6.2.6","10221044_9991003523@58502.com","10221044","9991003523","HTTP","2019-07-29 21:49:43 EDT","2025-11-18 14:58:23 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a47ab45","restored","GUI_PASS_2023-03","","","00:23:6a:47:ab:4b","163.182.238.80","163.182.238.80","163.182.238.80","","2.6.2.6","SN-00236a47ab45@nosub.net","","","HTTP","2019-07-29 21:49:45 EDT","2025-05-26 13:54:07 EDT","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a259c65","restored","GUI_PASS_2023-03","","","00:23:6a:25:9c:6a","136.175.71.130","136.175.71.130","136.175.71.130","","2.6.2.6","SN-00236a259c65@nosub.net","","","HTTP","2019-07-29 21:49:46 EDT","2025-07-21 08:08:04 EDT","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a25a12a","restored","GUI_PASS_2023-03","","","00:23:6a:25:a1:2f","163.182.234.187","163.182.234.187","163.182.234.187","","2.6.2.6","10222770_9991006198@58502.com","10222770","9991006198","HTTP","2019-07-29 21:49:47 EDT","2025-10-25 09:23:30 EDT","OK"
"Hay","3c9066","963168MBV_17AZZ","SR505N","3c90660cfcd4","restored","GUI_PASS_2023-03","","","3c:90:66:0c:fc:da","104.247.102.214","104.247.102.214","104.247.102.214","","2.6.2.6","10225925_9991007690@58502.com","10225925","9991007690","HTTP","2019-07-29 21:49:48 EDT","2025-11-17 21:21:52 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236ae99560","restored","GUI_PASS_2023-03","","","00:23:6a:e9:95:64","104.247.100.134","104.247.100.134","104.247.100.134","","2.6.2.6","SN-00236ae99560@nosub.net","","","HTTP","2019-07-29 21:49:49 EDT","2025-07-28 08:14:15 EDT","OFFLINE"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a3b6dd1","restored","GUI_PASS_2023-03","","","00:23:6a:3b:6d:d7","163.182.251.51","163.182.251.51","163.182.251.51","","2.6.2.6","10201981_9991000478@58502.com","10201981","9991000478","HTTP","2019-07-29 21:49:50 EDT","2025-11-18 01:36:01 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a25ff39","restored","GUI_PASS_2023-03","","","00:23:6a:25:ff:3e","163.182.240.165","163.182.240.165","163.182.240.165","","2.6.2.6","10227784_9991004759@58502.com","10227784","9991004759","HTTP","2019-07-29 21:49:51 EDT","2025-11-18 01:33:54 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236aef70db","","GUI_PASS_2023-03","","","00:23:6a:ef:70:e4","163.182.251.13","163.182.251.13","163.182.251.13","","2.6.2.6","10211258_9991000806@58502.com","10211258","9991000806","HTTP","2019-07-29 21:49:51 EDT","2025-11-01 23:50:28 EDT","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236aea4aca","restored","GUI_PASS_2023-03","","","00:23:6a:ea:4a:cf","163.182.236.245","163.182.236.245","163.182.236.245","","2.6.2.6","SN-00236aea4aca@nosub.net","","","HTTP","2019-07-29 21:49:52 EDT","2025-09-24 08:49:53 EDT","OK"
"Hay","3c9066","963168MBV_17AZZ","SR505N","3c906609f3a7","restored","GUI_PASS_2023-03","","","3c:90:66:09:f3:ab","163.182.242.152","163.182.242.152","163.182.242.152","","2.6.2.6","10203999_9991002059@58502.com","10203999","9991002059","HTTP","2019-07-29 21:49:53 EDT","2025-11-18 15:35:55 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a78d0af","restored","GUI_PASS_2023-03","","","00:23:6a:78:d0:b4","163.182.233.131","163.182.233.131","163.182.233.131","","2.6.2.6","10222106_9991000006@58502.com","10222106","9991000006","HTTP","2019-07-29 21:49:55 EDT","2025-10-13 08:39:42 EDT","OK"
"Hay","3c9066","963168MBV_17AZZ","SR505N","3c90660c5eca","restored","GUI_PASS_2023-03","","","3c:90:66:0c:5e:ce","163.182.250.67","163.182.250.67","163.182.250.67","","2.6.2.6","10211153_9991002081@58502.com","10211153","9991002081","HTTP","2019-07-29 21:49:55 EDT","2025-11-18 15:28:37 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a3b6d9a","restored","GUI_PASS_2023-03","","","00:23:6a:3b:6d:9a","163.182.235.231","163.182.235.231","163.182.235.231","","2.6.2.6","10222334_9991008412@58502.com","10222334","9991008412","HTTP","2019-07-29 21:49:55 EDT","2025-11-18 10:53:00 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236ae97cb6","restored","GUI_PASS_2023-03","","","00:23:6a:e9:7c:ba","136.175.69.233","136.175.69.233","136.175.69.233","","2.6.2.6","10211790_9991002436@58502.com","10211790","9991002436","HTTP","2019-07-29 21:49:55 EDT","2025-11-18 14:45:41 EST","OK"
"Hay","3c9066","963168MBV_17AZZ","SR505N","3c90660c6b82","restored","GUI_PASS_2023-03","","","3c:90:66:0c:6b:87","104.247.102.127","104.247.102.127","104.247.102.127","","2.6.2.6","SN-3c90660c6b82@nosub.net","","","HTTP","2019-07-29 21:49:55 EDT","2025-09-05 14:01:03 EDT","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a3c0ab2","restored","GUI_PASS_2023-03","","","00:23:6a:3c:0a:b7","163.182.242.167","163.182.242.167","163.182.242.167","","2.6.2.6","10220180_9991003474@58502.com","10220180","9991003474","HTTP","2019-07-29 21:49:56 EDT","2025-11-18 01:33:27 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236ae983cd","restored","GUI_PASS_2023-03","","","00:23:6a:e9:83:d2","163.182.233.78","163.182.233.78","163.182.233.78","","2.6.2.6","10217789_9991001456@58502.com","10217789","9991001456","HTTP","2019-07-29 21:49:58 EDT","2025-11-18 01:50:05 EST","OK"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a40b049","restored","GUI_PASS_2023-03","","","00:23:6a:40:b0:4f","45.59.96.76","45.59.96.76","45.59.96.76","","2.6.2.6","SN-00236a40b049@nosub.net","","","HTTP","2019-07-29 21:49:58 EDT","2025-10-22 08:59:11 EDT","ERROR"
"Hay","00236a","963168MBV_17AZZ","SR505N","00236a6e4ef8","restored","GUI_PASS_2023-03","","","00:23:6a:6e:4e:fd","163.182.248.57","163.182.248.57","163.182.248.57","","2.6.2.6","10214906_9991000027@58502.com","10214906","9991000027","HTTP","2019-07-29 21:49:58 EDT","2025-11-18 14:41:52 EST","OK"
